ID,Plataformas,FrecuenciaInternet,SeriesFavoritas,FrecuenciaNetflix,RecenciaNetflix,IntencionNetflix1,BenefEsp1,BenefEsp2,BenefEsp3,BenefEsp4,BenefEsp5,BenefEsp6,BenefEsp7,BenefEsp8,BenefEsp9,BenefEsp10,BenefEsp11,BenefEsp12,BenefEsp13,Actitud1,Actitud2,Actitud3,Barreras1,Barreras2,Barreras3,Barreras4,Barreras5,Barreras6,Barreras7,Barreras8,Barreras9,ControlPerc1,NormaDescriptiva1,NormaDescriptiva2,NormaSubjetiva1,NormaSubjetiva2,IntencionNetflix2,ControlPerc2,Sexo,Edad,TiempoResp
238,Netflix;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,TV réalité;humour/comédie;romantique,6,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,5,6,3,3,6,3,6,5,3,5,NA,NA,NA,NA,NA,5,Mujer,18,217.6167953
239,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,TV réalité;aventure/action;documentaire,5,NA,NA,5,1,NA,NA,NA,NA,5,NA,5,5,NA,5,5,5,6,6,3,3,3,3,6,4,6,5,6,NA,NA,NA,NA,NA,NA,NA,Mujer,21,489.0853551
240,Netflix;Canal+ série et/ou film;Apple TV+,Entre 1 y 2 horas,humour/comédie;horreur;aventure/action,5,5,5,5,NA,NA,NA,5,NA,NA,5,NA,NA,5,5,5,5,5,5,2,4,2,2,4,2,4,3,3,5,NA,5,5,5,5,5,Mujer,18,428.8974308
241,Netflix;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Science Fiction;humour/comédie;aventure/action,6,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,1,3,3,6,6,6,6,6,NA,1,NA,NA,5,NA,NA,Hombre,19,461.6544295
242,Netflix;OCS;Canal+ série et/ou film;disney+,Entre 30 minutos y 1 hora,Ciencia Ficcion;Aventura/Accion;Drama,6,NA,NA,NA,2,NA,2,5,2,NA,NA,NA,1,5,2,NA,4,4,5,3,6,6,2,5,3,3,2,1,5,5,NA,NA,NA,NA,5,Mujer,25,340.6510098
243,Netflix;OCS;Amazone prime vidéo,Entre 3 y 5 horas,TV réalité;drame;romantique,6,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,5,NA,NA,NA,5,6,6,3,4,5,3,6,6,6,5,3,NA,NA,NA,NA,NA,NA,NA,Mujer,22,552.9849297
244,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Science Fiction;aventure/action;animé,5,NA,NA,NA,NA,NA,5,5,NA,5,NA,5,5,NA,NA,5,5,6,6,3,6,6,6,6,6,6,6,6,NA,NA,NA,NA,5,5,5,Hombre,19,453.6842089
245,Netflix;Amazone prime vidéo,Entre 2 y 3 horas,TV réalité;drame;thriller,3,NA,NA,5,2,5,5,NA,2,NA,NA,NA,NA,NA,5,NA,4,4,5,6,4,5,6,5,3,5,6,6,NA,NA,5,2,NA,NA,NA,Mujer,20,239.589221
246,Netflix;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo,Entre 30 minutos y 1 hora,TV réalité;humour/comédie;documentaire,3,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,2,2,2,3,4,4,3,5,4,3,3,2,6,3,5,NA,NA,2,2,NA,NA,Mujer,20,252.2666635
247,Netflix;Canal+ série et/ou film;Amazone prime vidéo,Entre 2 y 3 horas,humour/comédie;stand-up;aventure/action,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,6,6,6,6,5,5,6,NA,NA,NA,NA,NA,NA,NA,Mujer,17,385.2061019
248,Netflix;OCS;Canal+ série et/ou film;disney+,Entre 2 y 3 horas,humour/comédie;aventure/action;romantique,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,3,4,5,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,Mujer,19,458.0506686
249,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Drama;Romantica,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,5,3,3,3,3,3,2,4,3,2,NA,2,2,2,NA,NA,NA,Mujer,20,340.3243193
250,Netflix;Canal+ série et/ou film,Entre 0 y 30 minutos,humour/comédie;jeunesse et famille;romantique,1,NA,2,NA,2,NA,NA,5,5,5,NA,NA,NA,NA,5,NA,3,4,4,3,3,6,4,3,3,4,3,3,1,2,NA,2,NA,NA,NA,Mujer,18,403.4971774
251,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 30 minutos y 1 hora,TV réalité;aventure/action;thriller,4,NA,NA,NA,NA,5,5,5,NA,5,NA,NA,5,NA,1,5,3,3,5,4,5,2,4,4,3,3,4,4,5,NA,NA,NA,NA,NA,5,Mujer,21,567.7741297
252,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Terror;Aventura/Accion;Thriller,5,NA,NA,NA,NA,2,NA,NA,NA,NA,5,1,NA,NA,1,NA,4,5,6,3,5,6,3,6,6,3,3,1,NA,NA,NA,NA,NA,NA,NA,Hombre,18,232.6567236
253,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,humour/comédie;drame;thriller,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,6,3,6,5,3,3,3,3,3,3,5,NA,NA,NA,NA,NA,NA,Mujer,23,754.7422186
254,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Science Fiction;humour/comédie;aventure/action,4,NA,NA,5,NA,NA,NA,5,NA,5,5,5,NA,5,NA,NA,4,5,4,3,4,4,4,3,4,3,4,4,5,NA,5,NA,NA,NA,5,Hombre,18,283.4349661
255,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 3 y 5 horas,humour/comédie;horreur;animé,5,NA,NA,NA,2,NA,NA,5,NA,NA,NA,NA,1,NA,NA,NA,4,5,5,4,5,6,6,4,6,3,6,6,NA,NA,NA,5,NA,NA,NA,Mujer,19,200.608669
256,Netflix,Entre 30 minutos y 1 hora,Aventura/Accion,4,5,NA,5,NA,1,NA,NA,NA,NA,5,NA,NA,NA,NA,5,4,4,4,6,4,3,4,4,4,3,5,4,NA,NA,NA,NA,NA,5,5,Hombre,18,391.9871471
257,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 30 minutos y 1 hora,TV réalité;humour/comédie;aventure/action,5,5,NA,NA,2,NA,NA,5,2,5,NA,NA,5,NA,5,NA,3,3,4,4,5,4,5,5,3,4,6,6,NA,NA,5,NA,NA,NA,NA,Mujer,22,575.9495421
258,Netflix;OCS;Amazone prime vidéo;disney+,Entre 3 y 5 horas,Ciencia Ficcion;Aventura/Accion;Thriller,6,NA,NA,NA,NA,5,NA,5,NA,5,5,NA,NA,NA,5,5,6,5,5,5,6,4,5,4,6,4,4,3,5,NA,NA,5,NA,NA,NA,Mujer,20,249.189414
259,Netflix;Canal+ série et/ou film,Entre 0 y 30 minutos,humour/comédie;horreur;thriller,4,NA,NA,NA,1,NA,NA,NA,5,NA,NA,NA,2,NA,NA,NA,4,4,6,6,1,6,6,6,6,6,6,6,NA,NA,NA,5,NA,NA,NA,Hombre,23,312.7617114
260,Netflix;OCS;Canal+ série et/ou film;Apple TV+,Entre 5 y 7 horas,humour/comédie;stand-up;documentaire,5,5,NA,NA,NA,NA,5,NA,NA,NA,NA,2,2,NA,NA,5,4,3,4,6,6,6,6,6,6,6,5,6,NA,NA,NA,NA,NA,NA,NA,Hombre,19,231.251719
261,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo,Entre 1 y 2 horas,Aventura/Accion;Drama;Thriller,6,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,5,5,5,4,5,5,2,4,5,3,6,3,6,4,3,5,NA,NA,NA,NA,NA,NA,Mujer,19,248.3410931
262,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 5 y 7 horas,TV réalité;horreur;romantique,6,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,4,6,6,NA,NA,NA,5,NA,NA,NA,Mujer,18,329.3252997
263,Netflix;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 30 minutos y 1 hora,TV réalité;humour/comédie;romantique,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,2,5,1,1,Mujer,18,178.589276
264,Netflix;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Ciencia Ficcion;Aventura/Accion,5,NA,NA,NA,2,5,5,NA,NA,NA,NA,NA,NA,5,NA,NA,3,4,4,4,3,6,5,5,6,5,6,6,NA,NA,NA,2,NA,NA,NA,Mujer,20,521.3168028
265,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 1 y 2 horas,animé,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,1,3,4,4,4,5,3,6,6,NA,NA,NA,NA,NA,NA,NA,Hombre,18,463.745147
266,autre (précisez),Entre 30 minutos y 1 hora,Aventura/Accion;Biopic,1,2,1,5,1,NA,NA,NA,NA,NA,2,NA,NA,NA,2,1,4,4,5,1,2,3,4,3,3,5,5,4,1,1,NA,1,1,1,1,Hombre,18,463.9310769
267,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo,Entre 2 y 3 horas,TV réalité;horreur;jeunesse et famille,6,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,6,6,6,6,6,6,4,6,6,NA,NA,NA,NA,NA,NA,NA,Mujer,19,445.831509
268,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo,Entre 2 y 3 horas,Science Fiction;TV réalité;humour/comédie,6,NA,NA,NA,NA,5,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,4,6,6,5,5,6,4,4,2,5,3,5,NA,NA,NA,NA,NA,NA,NA,Hombre,19,313.1826232
269,Netflix;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo,Entre 3 y 5 horas,TV réalité;humour/comédie;documentaire,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,4,6,6,6,6,6,6,6,4,NA,NA,NA,NA,NA,NA,NA,Hombre,18,304.3162889
270,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 3 y 5 horas,Ciencia Ficcion;Terror;Aventura/Accion,6,NA,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,5,6,6,4,3,5,4,5,3,6,5,5,NA,NA,NA,5,NA,NA,NA,Hombre,18,502.3449372
271,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 3 y 5 horas,Science Fiction;humour/comédie;aventure/action,6,NA,NA,NA,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,3,5,6,5,4,3,4,6,1,2,4,4,5,NA,NA,NA,NA,NA,NA,Hombre,18,307.3888588
272,Netflix;OCS,Entre 30 minutos y 1 hora,humour/comédie;jeunesse et famille;romantique,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,3,3,4,4,4,4,3,4,3,3,5,5,NA,NA,NA,NA,NA,NA,5,Mujer,18,250.8873966
273,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Science Fiction;horreur;animé,4,NA,NA,NA,1,NA,5,NA,5,NA,5,5,NA,NA,5,NA,3,4,5,3,5,2,6,5,6,1,6,2,NA,NA,5,1,1,NA,NA,Hombre,18,580.7897813
274,Netflix;Canal+ série et/ou film;Amazone prime vidéo,Entre 30 minutos y 1 hora,humour/comédie;aventure/action;animé,4,NA,NA,NA,1,NA,5,NA,NA,NA,5,2,5,NA,NA,NA,3,4,5,3,5,1,6,4,6,2,6,4,NA,5,5,1,1,NA,5,Mujer,19,549.724668
275,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 3 y 5 horas,humour/comédie;aventure/action;animé,5,NA,NA,NA,2,NA,NA,5,NA,5,5,NA,NA,NA,5,NA,4,6,5,2,5,2,2,4,1,5,3,2,5,NA,NA,5,5,NA,5,Hombre,18,546.9378777
276,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Aventura/Accion,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3,4,5,4,2,5,5,1,1,1,5,5,NA,NA,NA,NA,NA,NA,NA,Hombre,18,408.2575567
277,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo,Entre 5 y 7 horas,horreur;aventure/action;animé,4,NA,1,NA,5,5,NA,NA,2,NA,NA,NA,5,5,NA,NA,4,3,4,3,4,3,1,3,2,3,2,3,NA,5,NA,NA,5,NA,NA,Hombre,18,289.2958613
278,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Science Fiction;humour/comédie;aventure/action,6,NA,NA,NA,NA,5,NA,5,5,NA,NA,5,NA,NA,5,5,4,5,5,4,6,4,3,4,3,3,4,6,NA,NA,NA,NA,NA,NA,5,Mujer,19,434.9847663
279,Netflix;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo,Entre 2 y 3 horas,humour/comédie;documentaire;romantique,4,NA,NA,NA,2,5,NA,NA,NA,5,NA,5,5,5,NA,NA,3,4,6,4,5,4,3,4,3,5,3,5,NA,2,NA,NA,NA,NA,NA,Mujer,17,309.1347432
280,Netflix;Canal+ série et/ou film;Apple TV+,Entre 1 y 2 horas,Science Fiction;TV réalité;humour/comédie,4,NA,5,NA,NA,NA,5,NA,2,NA,NA,NA,2,5,5,NA,3,5,5,3,3,4,3,3,4,2,4,6,NA,NA,NA,NA,NA,5,5,Mujer,20,260.8466222
281,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 3 y 5 horas,TV réalité;aventure/action;documentaire,6,NA,NA,NA,NA,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,6,6,6,NA,NA,NA,5,5,NA,NA,Hombre,18,258.1696678
282,Netflix;OCS;Amazone prime vidéo,Entre 2 y 3 horas,Science Fiction;humour/comédie;aventure/action,5,NA,NA,NA,2,NA,NA,NA,5,NA,NA,NA,5,NA,5,NA,5,5,4,2,3,4,4,2,6,2,6,6,NA,NA,NA,2,NA,NA,NA,Hombre,21,409.6231835
283,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo,Entre 2 y 3 horas,TV réalité;aventure/action;romantique,4,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,2,NA,NA,2,5,2,4,5,5,3,6,6,3,6,4,6,6,NA,NA,NA,NA,5,NA,NA,Mujer,18,255.1640679
284,Netflix;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo,Entre 3 y 5 horas,TV réalité;humour/comédie;aventure/action,6,NA,NA,NA,2,NA,NA,NA,NA,NA,5,5,5,NA,NA,NA,6,6,6,5,6,6,6,6,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,Mujer,21,228.9842602
285,Netflix,Entre 2 y 3 horas,humour/comédie;horreur;aventure/action,6,5,5,5,NA,NA,5,5,5,5,5,NA,5,NA,NA,5,6,6,6,6,6,5,5,5,6,5,5,6,5,5,5,5,5,NA,5,Mujer,21,243.2238601
286,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Aventura/Accion;Drama;Romantica,5,NA,NA,5,NA,5,5,5,NA,NA,NA,5,5,NA,NA,NA,5,6,4,6,6,6,2,4,4,5,5,5,NA,NA,NA,NA,NA,NA,NA,Mujer,20,504.4171414
287,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Terror;Aventura/Accion;Historica,6,NA,NA,5,5,NA,5,5,NA,NA,5,5,5,5,NA,5,3,5,5,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,Hombre,19,209.0375444
288,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+;autre (précisez),Entre 1 y 2 horas,humour/comédie;historique;jeunesse et famille,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,6,5,5,6,1,6,6,6,2,NA,NA,NA,NA,NA,1,Hombre,20,530.356741
289,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Science Fiction;humour/comédie;animé,6,NA,NA,5,NA,NA,2,5,NA,NA,5,2,NA,NA,5,NA,3,4,4,5,6,3,2,2,6,3,6,5,NA,NA,NA,NA,NA,NA,NA,Hombre,19,403.9328409
290,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo,Entre 30 minutos y 1 hora,TV réalité;humour/comédie;drame,3,NA,NA,5,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,1,3,1,1,4,5,2,6,5,1,NA,2,5,NA,NA,Mujer,19,609.6263593
291,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Science Fiction;humour/comédie;aventure/action,6,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3,6,6,6,6,6,6,4,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,Hombre,21,117.1897552
292,Netflix,Entre 2 y 3 horas,Terror;Aventura/Accion;Documental,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,5,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,Mujer,18,182.0941523
293,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Aventura/Accion;Drama;Thriller,6,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,6,6,6,3,6,1,6,5,6,6,6,NA,NA,NA,NA,NA,NA,NA,Hombre,19,163.924818
294,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 5 y 7 horas,humour/comédie;stand-up;thriller,4,NA,NA,NA,5,5,NA,NA,NA,NA,5,NA,NA,NA,NA,5,5,6,6,3,5,6,5,2,4,3,6,6,NA,NA,5,NA,NA,NA,NA,Hombre,18,396.8506683
295,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 3 y 5 horas,drame;thriller;animé,5,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,1,NA,1,NA,5,4,5,3,1,5,5,4,4,4,4,6,NA,NA,NA,NA,5,NA,NA,Hombre,17,355.7201432
296,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Science Fiction;TV réalité;aventure/action,6,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,5,NA,5,5,5,5,5,5,6,5,5,5,5,6,5,6,NA,NA,NA,5,5,NA,NA,Hombre,18,279.6215946
297,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Aventura/Accion;Thriller;Romantica,5,5,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,4,3,5,2,5,5,2,NA,NA,NA,NA,NA,NA,NA,Hombre,18,265.6679264
298,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,TV réalité;horreur;romantique,4,NA,NA,5,NA,2,NA,NA,2,NA,NA,5,NA,5,5,5,4,4,4,5,5,2,2,3,1,3,5,6,NA,NA,NA,5,5,NA,NA,Mujer,17,375.927694
299,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 3 y 5 horas,TV réalité;aventure/action;animé,6,NA,NA,NA,NA,5,5,NA,NA,NA,NA,NA,NA,NA,5,NA,4,4,6,4,6,1,2,3,3,1,5,3,NA,NA,NA,NA,NA,NA,NA,Hombre,18,343.0592268
300,Netflix;Canal+ série et/ou film,Entre 2 y 3 horas,humour/comédie;documentaire;animé,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,4,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,Hombre,20,224.2999632
301,Netflix;Canal+ série et/ou film;Amazone prime vidéo,Entre 2 y 3 horas,Science Fiction;humour/comédie;historique,5,NA,NA,NA,NA,1,5,NA,5,NA,NA,NA,NA,NA,2,NA,3,4,5,3,2,4,5,5,3,6,6,6,NA,NA,NA,2,NA,NA,NA,Hombre,18,299.7837161
302,Netflix;Apple TV+;Disney+,Entre 2 y 3 horas,TV réalité;horreur;romantique,4,NA,NA,NA,2,5,NA,NA,5,NA,NA,5,NA,NA,NA,5,4,4,5,1,6,6,3,4,4,5,3,3,NA,NA,NA,NA,5,NA,NA,Mujer,17,587.8368385
303,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 2 y 3 horas,humour/comédie;aventure/action;romantique,5,NA,NA,NA,5,NA,NA,5,NA,5,NA,NA,5,NA,NA,5,5,4,5,1,4,2,1,4,3,4,2,3,NA,NA,NA,NA,NA,NA,NA,Mujer,19,677.8191818
304,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Science Fiction;humour/comédie;aventure/action,6,NA,NA,5,2,NA,5,5,NA,5,NA,NA,NA,5,NA,NA,4,3,4,3,2,3,5,6,6,3,6,6,NA,NA,NA,5,NA,5,5,Hombre,22,425.9487596
305,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Science Fiction;aventure/action;animé,3,5,NA,NA,NA,5,NA,NA,5,NA,5,1,5,5,5,5,4,5,5,2,2,2,6,4,4,6,6,6,NA,2,5,5,5,5,NA,Hombre,19,1381.4491506
306,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 1 y 2 horas,Aventura/Accion;Historica;Thriller,6,NA,NA,5,NA,5,5,NA,NA,NA,5,NA,5,5,NA,5,3,3,3,6,4,4,6,5,4,6,6,6,NA,NA,NA,NA,NA,2,NA,Hombre,19,251.2322868
307,Netflix;Canal+ série et/ou film;Apple TV+;disney+,Entre 2 y 3 horas,TV réalité;humour/comédie;horreur,2,NA,NA,5,2,5,NA,5,5,5,5,5,NA,5,NA,NA,3,3,5,2,1,3,1,2,1,1,3,3,5,NA,NA,NA,NA,NA,5,Mujer,18,462.6602266
308,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 30 minutos y 1 hora,Aventura/Accion,4,5,NA,NA,NA,NA,NA,5,NA,NA,5,NA,NA,5,NA,NA,4,5,5,3,3,3,4,5,4,5,4,3,5,NA,5,NA,NA,5,5,Hombre,18,479.9519629
309,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Science Fiction;aventure/action;animé,3,NA,5,NA,2,NA,NA,NA,5,5,NA,NA,NA,5,2,5,3,4,4,5,3,3,4,3,3,3,6,3,5,5,5,NA,NA,NA,5,Hombre,18,797.9526344
310,Netflix;Canal+ série et/ou film;Amazone prime vidéo;disney+;autre (précisez),Entre 3 y 5 horas,Science Fiction;aventure/action;animé,4,NA,NA,5,NA,NA,2,5,5,5,5,NA,NA,5,NA,5,2,6,6,3,5,2,3,5,1,6,5,6,NA,NA,NA,NA,NA,NA,NA,Hombre,19,868.632537
311,Netflix;OCS;Apple TV+;Amazone prime vidéo,Entre 3 y 5 horas,Science Fiction;aventure/action;animé,6,5,NA,5,NA,NA,5,NA,5,NA,5,NA,NA,5,5,5,5,5,5,3,3,4,4,3,5,3,4,4,5,5,5,NA,NA,5,5,Hombre,19,486.0876054
312,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 5 y 7 horas,Science Fiction;horreur;animé,5,NA,NA,5,NA,5,5,NA,5,NA,NA,5,NA,5,5,5,4,5,5,4,6,3,6,6,6,6,6,6,NA,5,NA,5,NA,NA,NA,Hombre,19,222.3073139
313,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 3 y 5 horas,Ciencia Ficcion;Aventura/Accion;Thriller,6,NA,NA,5,NA,5,NA,NA,NA,NA,NA,5,5,5,5,NA,5,5,5,4,6,6,6,3,5,3,6,6,NA,NA,NA,NA,NA,NA,NA,Hombre,20,249.6770825
314,Netflix;autre (précisez),Entre 1 y 2 horas,humour/comédie;aventure/action;animé,4,NA,NA,NA,NA,2,NA,5,1,NA,2,NA,1,NA,5,NA,4,4,6,3,5,3,2,1,5,1,1,5,NA,5,5,2,NA,5,NA,Hombre,19,953.7257964
315,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+;autre (précisez),Entre 30 minutos y 1 hora,Science Fiction;horreur;animé,3,NA,NA,NA,1,NA,NA,5,NA,NA,1,NA,NA,NA,NA,5,4,6,6,3,1,3,6,4,5,4,6,6,NA,NA,NA,NA,NA,NA,NA,Mujer,19,556.5578196
316,Netflix;OCS;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 3 y 5 horas,Science Fiction;aventure/action;animé,4,NA,NA,5,1,NA,NA,5,NA,5,NA,5,5,5,NA,5,4,4,5,3,6,4,6,6,4,4,6,6,NA,NA,5,NA,NA,NA,NA,Hombre,19,1165.6696101
317,Netflix;Canal+ série et/ou film;Apple TV+;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Ciencia Ficcion;Terror;Aventura/Accion,6,NA,NA,NA,NA,5,5,NA,5,NA,NA,5,NA,NA,5,NA,6,6,6,4,5,6,6,6,4,6,6,6,NA,NA,NA,NA,NA,NA,NA,Hombre,19,209.628402
318,Netflix;Canal+ série et/ou film,Entre 1 y 2 horas,humour/comédie;historique;biopic (biographie),4,NA,NA,NA,2,2,NA,NA,NA,5,NA,2,NA,NA,NA,NA,3,4,4,3,2,5,5,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,Hombre,19,221.2070025
319,Netflix;OCS;Amazone prime vidéo;disney+,Entre 30 minutos y 1 hora,Science Fiction;humour/comédie;aventure/action,6,NA,NA,5,2,NA,5,5,5,NA,NA,NA,NA,5,NA,5,4,5,5,4,4,4,3,4,4,3,5,5,NA,NA,NA,NA,NA,NA,NA,Mujer,18,362.4902251
320,Netflix;OCS;Canal+ série et/ou film;Amazone prime vidéo;disney+,Entre 2 y 3 horas,Ciencia Ficcion;Aventura/Accion;Drama,6,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,6,5,6,4,4,3,6,3,1,3,6,6,NA,NA,NA,5,5,NA,NA,Mujer,19,959.0237378
